com.samsung.shealth.vitality_score,6311013,4
activity_level,activity_score,create_sh_ver,active_time_scale,activity_balance_short_term_activity,activity_balance_long_term_activity,shr_balance_scale,mvpa_time_optimal_range_max,mvpa_time_optimal_range_min,max_hr,active_time,shrv_balance_scale,main_sleep_wake_up_time,mvpa_impulse_optimal_range_max,mvpa_impulse_optimal_range_min,shr_baseline_max,shr_baseline_min,shr_calculation_index,mvpa_time,skin_temperature_scale,modify_sh_ver,sleep_balance,update_time,create_time,total_score,data_version,avg_mid_sleep_time,mvpa_time_range_max,mvpa_time_range_min,mvpa_impulse,shrv_calculation_index,sleep_regularity_scale,stable_hr_time_rate,active_time_optimal_range_max,active_time_optimal_range_min,sleep_timing,shr_score,shr_value,mvpa_impulse_scale,sleep_regularity,sleep_timing_scale,prev_shrv_avg,mvpa_time_scale,deviceuuid,sleep_score,sleep_duration_scale,activity_balance,activity_balance_range_max,activity_balance_range_min,mvpa_impulse_range_max,mvpa_impulse_range_min,pkg_name,sleep_balance_scale,shrv_score,shrv_value,sleep_duration,skin_temperature_optimal_range_max,skin_temperature_optimal_range_min,activity_balance_scale,active_time_range_max,active_time_range_min,shrv_baseline_max,shrv_baseline_min,datauuid,prev_shr_avg,day_time,shrv_penalty,activity_balance_optimal_range_max,activity_balance_optimal_range_min
180003,84.81482,62950170,73.105156,11.697955,10.282086,75.673996,1073963,60000,193.0,9004287,85.03722,1746080310000,-1.0,0.0,53.828148,50.995087,-1,0,,62950170,1.6191968,2025-05-01 11:58:23.497,2025-05-01 11:58:23.497,76.72111,2,2.3777778,6833445,0,-1.0,-1,88.65785,0.42762285,7614572,5146872,0.033333335,75.673996,57.88679,-1.0,0.809073,89.66667,57.251965,90.106415,5sl+lZ1Pby,70.49342,72.41667,1.1377025,2.65,0.0,-1.0,0.0,com.sec.android.app.shealth,81.56752,85.03722,51.75528,20980000,,,87.60678,18595842,0,74.98538,51.74229,3e2993d0-c7d0-45fe-bb68-7ed0b9c18711,56.66121,2025-05-01 00:00:00.000,0,1.1666666,0.8333333,
180003,85.12718,62950170,75.01481,12.213469,10.660931,82.30203,1182135,60000,193.0,9164868,96.82211,1746162420000,-1.0,0.0,54.12432,51.27567,-1,0,,62950170,1.6566296,2025-05-02 10:19:10.192,2025-05-02 10:19:10.192,78.30668,2,2.55,7055765,0,-1.0,-1,89.636765,0.5665529,7887450,5328828,0.23333333,82.30203,56.317204,-1.0,0.73924404,87.66667,55.826797,88.13159,5sl+lZ1Pby,62.08129,70.0,1.1456287,2.65,0.0,-1.0,0.0,com.sec.android.app.shealth,81.333565,96.82211,54.650055,20400000,,,86.89342,19273324,0,72.99598,50.48609,105ebbd7-46f3-49bd-9e60-7e1ef24a8703,56.97297,2025-05-02 00:00:00.000,0,1.1666666,0.8333333,
180003,94.37811,62950170,80.931,11.437443,10.997351,74.406876,1142294,60000,193.0,8590440,82.73346,1746680010000,-1.0,0.0,54.98467,52.09074,-1,0,,62950170,0.054166794,2025-05-08 10:06:59.977,2025-05-08 10:06:59.977,75.478424,2,2.525,7193467,0,-1.0,-1,98.014015,0.5776294,8053461,5414097,23.9,74.406876,59.44,-1.0,0.14166689,94.0,48.516624,89.79886,5sl+lZ1Pby,65.58232,59.25181,1.040018,2.65,0.0,-1.0,0.0,com.sec.android.app.shealth,99.24065,82.73346,43.07155,17775000,,,96.398384,19798632,0,62.84682,44.02946,9de308e7-58df-420f-b515-c2daa7290de2,57.8786,2025-05-08 00:00:00.000,0,1.1666666,0.8333333,
180003,98.79285,62950170,97.882545,11.143673,10.951085,83.225845,1164038,60000,193.0,7054148,95.333305,1746765960000,187.77457,101.35999,55.571674,52.646847,-1,426931,,62950170,0.054166555,2025-05-09 09:46:41.627,2025-05-09 09:46:41.627,78.51349,2,2.2999997,7490215,0,134.61653,-1,98.83177,0.74509805,8182770,5554510,23.666666,83.225845,57.552994,99.938,0.08333349,91.666664,46.644756,99.298706,5sl+lZ1Pby,58.902542,60.687504,1.0175862,2.65,0.0,220.0,100.35999,com.sec.android.app.shealth,99.24066,95.333305,50.5144,18165000,,,98.41724,19878530,0,60.263794,42.37238,70e075b2-a6ab-46f3-9824-a57eb712f806,58.4965,2025-05-09 00:00:00.000,0,1.1666666,0.8333333,
180003,85.639015,62950170,88.20831,9.466084,10.447243,89.53873,1007318,60000,193.0,5591793,88.46156,1746859950000,179.69368,101.35999,54.478584,51.61129,-1,13000,,62950170,1.1891549,2025-05-10 11:57:25.853,2025-05-10 11:57:25.853,57.295326,2,3.3999999,7191509,0,124.0,-1,80.44746,0.4290429,7830987,5323649,4.35,89.53873,55.044643,99.73443,1.5571226,73.25,51.608185,93.25473,5sl+lZ1Pby,20.075829,50.489693,0.90608436,2.65,0.0,220.0,100.35999,com.sec.android.app.shealth,84.25528,88.46156,63.175697,15140000,,,91.54759,18988642,0,67.12742,46.76282,90819bd3-83d9-4987-9a9c-42597345d32a,57.34588,2025-05-10 00:00:00.000,0,1.1666666,0.8333333,
180003,94.672195,62950170,92.97645,9.7106285,10.451613,82.678375,965769,60000,193.0,7167724,94.90019,1746948570000,-1.0,0.0,54.236473,51.381924,-1,0,,62950170,2.17954,2025-05-11 12:35:11.621,2025-05-11 12:35:11.621,83.098564,2,3.3416667,7152549,0,-1.0,-1,82.3618,0.39922854,7834658,5326271,22.85,82.678375,56.32647,-1.0,1.3522874,84.25,53.18109,94.16034,5sl+lZ1Pby,77.58986,64.71875,0.9291033,2.65,0.0,-1.0,0.0,com.sec.android.app.shealth,78.06538,94.90019,58.1933,19132500,,,93.6193,18996982,0,69.31189,48.151886,41799fe1-6888-409e-86da-b1df988f4675,57.091026,2025-05-11 00:00:00.000,0,1.1666666,0.8333333,
180003,84.681946,62950170,80.16483,8.783697,10.147146,84.32864,893958,60000,193.0,4661476,97.93114,1747026000000,169.63663,101.35999,53.944588,51.1054,-1,582754,,62950170,2.0920444,2025-05-12 10:20:37.248,2025-05-12 10:20:37.248,75.098785,2,3.3300002,7237411,0,133.32605,-1,83.69395,0.004878049,7685549,5250233,1.5833333,84.32864,55.554794,94.86096,1.2097477,89.16667,53.670227,92.449165,5sl+lZ1Pby,51.886185,59.221886,0.86563224,2.65,0.0,220.0,100.35999,com.sec.android.app.shealth,78.61222,97.93114,55.672184,17766000,,,87.906906,18522702,0,69.99211,48.583645,21bd3d97-f668-4687-aa5e-ac5b0dc0de5a,56.78378,2025-05-12 00:00:00.000,0,1.1666666,0.8333333,
180003,93.97352,62950170,97.9037,9.044771,9.833787,81.21101,826151,60000,193.0,6615150,98.91116,1747113600000,169.97676,101.35999,53.87934,51.043583,-1,64999,,62950170,1.910118,2025-05-13 11:08:29.958,2025-05-13 11:08:29.958,75.70282,2,3.2444446,7478480,0,125.61537,-1,84.525314,0.09271523,7630287,5270179,0.3,81.21101,56.37168,95.56473,1.1207914,87.0,54.133137,99.62475,5sl+lZ1Pby,54.119812,59.418083,0.9197648,2.65,0.0,220.0,100.35999,com.sec.android.app.shealth,79.74926,98.91116,55.188927,17825000,,,92.77884,18132772,0,70.63622,48.99217,ce4bae6a-c78e-4631-bfd7-8fe2c7461d0a,56.715096,2025-05-13 00:00:00.000,0,1.1666666,0.8333333,
180003,93.458084,62950170,85.18271,10.368416,10.282803,57.355576,930925,60000,193.0,8007020,93.1595,1747200480000,178.85475,101.35999,54.704124,51.82496,-1,305237,,62950170,1.7702873,2025-05-14 10:53:25.029,2025-05-14 10:53:25.029,66.24447,2,3.1904762,7955645,0,126.36401,-1,85.33592,0.59807074,8022050,5554177,0.28333333,57.355576,62.792454,96.83067,1.0460379,87.166664,53.724907,96.99031,5sl+lZ1Pby,56.928764,59.814735,1.0083258,2.65,0.0,220.0,100.35999,com.sec.android.app.shealth,80.62321,93.1595,51.339333,17944285,,,99.25067,19004082,0,70.068184,48.631912,01debc7c-3d7b-4e02-9588-ac20749b78e4,57.58329,2025-05-14 00:00:00.000,0,1.1666666,0.8333333,
180003,74.31366,62950170,65.599,13.015704,10.878395,76.07797,1240909,60000,193.0,10644099,85.85538,1747284870000,203.376,101.35999,54.588562,51.715477,-1,460987,,62950170,1.8228254,2025-05-15 10:07:47.150,2025-05-15 10:07:47.150,75.336334,2,3.104762,8711514,0,126.872246,-1,84.44031,0.9103079,8520549,5909734,22.683332,76.07797,58.588478,98.53188,1.1298869,83.416664,54.87052,99.6697,5sl+lZ1Pby,68.52275,62.41071,1.1964729,2.65,0.0,220.0,100.35999,com.sec.android.app.shealth,80.294846,85.85538,49.926987,18578571,,,83.211624,20138676,0,71.66303,49.642727,d49d4548-eee7-4aeb-aad9-47c3f230c518,57.461643,2025-05-15 00:00:00.000,0,1.1666666,0.8333333,
180003,83.31234,62950170,77.59343,9.751784,10.320013,76.78018,921454,60000,193.0,4667504,84.48761,1747368030000,177.9155,101.35999,54.720924,51.840878,-1,2984,,62950170,1.8242942,2025-05-16 09:19:35.998,2025-05-16 09:19:35.998,73.785736,2,2.9738097,8052382,0,124.67024,-1,83.13367,0.7418856,8061537,5584734,22.616667,76.78018,58.5283,96.84342,1.2696974,83.083336,54.665726,97.7492,5sl+lZ1Pby,59.75578,63.035717,0.94493914,2.65,0.0,220.0,100.35999,com.sec.android.app.shealth,80.28566,84.48761,49.20919,18728571,,,95.044525,19083312,0,71.377754,49.462067,6fae1060-26fc-4d5f-93c1-3804aadce4a9,57.600975,2025-05-16 00:00:00.000,0,1.1666666,0.8333333,
180003,78.101906,62950170,78.5501,8.086102,10.009093,54.70485,764440,60000,193.0,4622702,80.645905,1747464900000,-1.0,0.0,56.17356,53.217056,-1,0,,62950170,1.5047995,2025-05-17 12:27:24.683,2025-05-17 12:27:24.683,67.66107,2,2.6833336,7632818,0,-1.0,-1,89.20744,0.5785536,7799575,5397393,0.23333333,54.70485,65.748276,-1.0,0.769869,87.66667,52.11629,99.85837,5sl+lZ1Pby,74.637405,71.94643,0.8078755,2.65,0.0,-1.0,0.0,com.sec.android.app.shealth,82.2825,80.645905,45.223003,20867142,,,83.472534,18489288,0,67.8326,47.21165,c1a8ddf6-de8c-45c6-96e0-ec9a78b1422e,59.130066,2025-05-17 00:00:00.000,0,1.1666666,0.8333333,
180003,54.457737,62950170,46.98806,4.8133354,8.599267,64.914505,289881,60000,193.0,1109210,89.618515,1747547160000,-1.0,0.0,57.17606,54.16679,-1,0,,62950170,1.1540191,2025-05-18 11:05:49.064,2025-05-18 11:05:49.064,76.24646,2,2.5428574,6333320,0,-1.0,-1,89.366974,0.86744183,6807155,4743331,22.6,64.914505,63.713287,-1.0,0.7584893,83.0,50.591343,91.4035,5sl+lZ1Pby,84.69011,68.785706,0.55973786,2.65,0.0,-1.0,0.0,com.sec.android.app.shealth,84.474884,89.618515,47.270634,20108571,,,65.37641,15991174,0,65.71756,45.86425,ef5db669-a577-42ac-a454-361bdff37ef6,60.185326,2025-05-18 00:00:00.000,0,1.1666666,0.8333333,
180003,66.59184,62950170,68.52051,4.6859894,8.063455,99.306076,120000,60000,193.0,3049349,89.32916,1747629240000,105.750534,101.35999,57.003124,54.002956,-1,162399,,62950170,0.79938495,2025-05-19 10:11:06.141,2025-05-19 10:11:06.141,82.40033,2,2.3619049,5736275,0,128.03535,-1,90.04982,0.4819672,6370170,4434940,23.483334,99.306076,54.280544,81.99457,0.7097793,89.83333,51.161964,83.84996,5sl+lZ1Pby,70.35884,72.35713,0.58113915,2.65,0.0,220.0,100.35999,com.sec.android.app.shealth,88.79367,89.32916,61.658882,20965714,,,67.30252,14981940,0,66.508484,46.368553,1a3e5ab1-320a-4262-82e1-a25206b05053,60.00329,2025-05-19 00:00:00.000,0,1.1666666,0.8333333,
180003,55.962215,62950170,31.420742,12.240746,9.720712,76.210434,786930,60000,193.0,14006940,81.359924,1747717560000,191.82826,101.35999,57.760536,54.720505,-1,168120,,62950170,0.7567477,2025-05-20 10:07:05.557,2025-05-20 10:07:05.557,70.59848,2,2.302381,7763313,0,128.57999,-1,90.380005,0.74382716,7775202,5442232,23.7,76.210434,61.952606,95.412766,0.68622655,92.00001,49.412457,97.762375,5sl+lZ1Pby,63.986103,73.14285,1.2592437,2.65,0.0,220.0,100.35999,com.sec.android.app.shealth,89.39139,81.359924,43.258987,21154285,,,79.44537,18156924,0,64.08539,44.821938,650347e1-5e05-4ea3-bedb-2c63988709b4,60.800564,2025-05-20 00:00:00.000,0,1.1666666,0.8333333,
180003,91.1839,62950170,91.66502,10.377782,9.50912,72.06738,678368,60000,193.0,5850097,98.389496,1747807980000,190.29807,101.35999,57.78004,54.738983,-1,118105,,62950170,0.9144421,2025-05-21 11:33:35.360,2025-05-21 11:33:35.360,81.75308,2,2.2333333,7248248,0,146.20891,-1,90.897705,0.5804348,7625257,5343068,22.55,72.06738,62.93617,91.75737,0.6492974,82.75,49.327282,97.56525,5sl+lZ1Pby,83.3352,77.309525,1.0913504,2.65,0.0,220.0,100.35999,com.sec.android.app.shealth,87.18072,98.389496,50.72312,22431428,,,91.77846,17780998,0,63.967567,44.746597,6d5b6a90-c1b1-4a42-84c7-8a528f6c940a,60.821095,2025-05-21 00:00:00.000,0,1.1666666,0.8333333,
180003,59.23015,62950170,47.615906,14.7735405,10.834323,85.00668,1243008,60000,193.0,13206078,98.06526,1747889640000,219.0,101.35999,57.892105,54.845154,-1,445993,,62950170,0.91866034,2025-05-22 10:06:48.992,2025-05-22 10:06:48.992,82.62136,2,2.2142856,8796846,0,126.143486,-1,90.69148,0.6735219,8722867,6122629,22.416666,85.00668,59.414227,96.72757,0.66400826,82.08333,49.5041,99.54514,5sl+lZ1Pby,81.24925,77.678566,1.3635869,2.65,0.0,220.0,100.35999,com.sec.android.app.shealth,87.12158,98.06526,51.193295,22564285,,,72.277176,20293924,0,64.21217,44.90298,a9091248-bb2f-4de7-a2ec-c5ac14b52ef5,60.93906,2025-05-22 00:00:00.000,0,1.1666666,0.8333333,
180003,69.56284,62950170,72.83052,15.775694,11.678432,72.262825,1586378,60000,193.0,10982504,78.20065,1747977510000,219.0,101.35999,58.607124,55.522537,-1,754215,,62950170,0.84653646,2025-05-23 10:36:25.796,2025-05-23 10:36:25.796,75.81275,2,2.3333333,9788330,0,128.44565,-1,92.216736,0.45466492,9378403,6575580,22.966667,72.262825,63.796875,93.50802,0.5552063,84.833336,48.227097,99.101715,5sl+lZ1Pby,78.80147,79.03571,1.35084,2.65,0.0,220.0,100.35999,com.sec.android.app.shealth,88.132675,78.20065,40.982235,23052857,,,73.4244,21850970,0,62.44686,43.773262,007445e0-3d3d-4322-8c99-fa89e7e8b9f0,61.69171,2025-05-23 00:00:00.000,0,1.1666666,0.8333333,
180003,90.045296,62950170,93.98274,13.995234,11.758234,77.22069,1598997,60000,193.0,8616288,70.45825,1748068650000,219.0,101.35999,58.0994,55.04154,-1,132999,,62950170,0.84046763,2025-05-24 12:39:24.609,2025-05-24 12:39:24.609,78.86189,2,2.3047616,9918443,0,126.24062,-1,93.0941,0.9859155,9461257,6639281,0.11666667,77.22069,62.00714,93.17412,0.49262142,88.833336,46.979088,91.2669,5sl+lZ1Pby,80.47143,78.78571,1.1902496,2.65,0.0,220.0,100.35999,com.sec.android.app.shealth,88.21774,70.45825,37.640358,22962857,,,83.58502,22019052,0,60.724636,42.66847,3d048681-ed5d-476b-8807-d2c39224cff9,61.157265,2025-05-24 00:00:00.000,0,1.1666666,0.8333333,
180003,71.116684,62950170,54.175785,9.16954,10.707577,92.768845,1100451,60000,193.0,2563230,87.37055,1748158920000,219.0,101.35999,57.200935,54.19036,-1,296047,,62950170,1.1274418,2025-05-25 12:43:13.205,2025-05-25 12:43:13.205,90.38094,2,2.4785712,8630621,0,137.15056,-1,91.33872,0.5961165,8578064,6008246,23.116667,92.768845,57.09302,98.55275,0.6178377,86.16667,48.667732,99.74532,5sl+lZ1Pby,96.427155,80.809525,0.85636,2.65,0.0,220.0,100.35999,com.sec.android.app.shealth,84.64099,87.37055,60.526745,23691428,,,87.0724,20013756,0,63.055653,44.16316,8eb7809e-bb85-4327-b94d-b295166c97ea,60.211514,2025-05-25 00:00:00.000,0,1.1666666,0.8333333,
180003,93.52281,62950170,90.63344,10.743101,10.932259,81.95828,1172792,60000,193.0,8263009,96.69728,1748235090000,219.0,101.35999,58.04528,54.990265,-1,443540,,62950170,0.97067827,2025-05-26 10:07:31.970,2025-05-26 10:07:31.970,86.298355,2,2.438095,8907304,0,126.68517,-1,90.81861,0.48728245,8755698,6131956,22.633333,81.95828,60.50204,99.09333,0.65493935,83.166664,47.22927,97.99344,5sl+lZ1Pby,85.7957,82.440475,0.9826973,2.65,0.0,220.0,100.35999,com.sec.android.app.shealth,86.39236,96.69728,49.978878,24278571,,,98.44276,20431350,0,61.069633,42.889996,8ab60945-837a-4b9a-8882-4fce041572dc,61.100296,2025-05-26 00:00:00.000,0,1.1666666,0.8333333,
180003,86.44975,62950170,80.66463,12.462557,11.461622,75.474106,1376368,60000,193.0,9797413,86.07387,1748322060000,219.0,101.35999,58.129574,55.07012,-1,280053,,62950170,0.88863754,2025-05-27 10:38:39.559,2025-05-27 10:38:39.559,78.70566,2,2.392857,9495133,0,128.86589,-1,90.651825,0.8011364,9201128,6450339,23.15,75.474106,62.573704,96.84805,0.66683674,86.5,47.216198,96.31424,5sl+lZ1Pby,76.93658,83.10714,1.0873293,2.65,0.0,220.0,100.35999,com.sec.android.app.shealth,87.542465,86.07387,43.17526,24518571,,,92.140366,21442142,0,61.051613,42.87842,1d18f7a3-53b7-4d2c-9f59-adf14a25ad5e,61.189026,2025-05-27 00:00:00.000,0,1.1666666,0.8333333,
180003,90.76092,62950170,87.13814,10.793935,11.126226,84.39699,1271196,60000,193.0,6459728,97.5888,1748407590000,219.0,101.35999,57.641735,54.60796,-1,84922,,62950170,0.85567325,2025-05-28 10:01:09.190,2025-05-28 10:01:09.190,82.23711,2,2.3095238,9268034,0,125.47207,-1,90.20772,0.9677419,8939707,6269413,22.833334,84.39699,59.341564,97.685,0.69851637,84.16667,46.977657,94.78015,5sl+lZ1Pby,72.887314,80.64286,0.9701344,2.65,0.0,220.0,100.35999,com.sec.android.app.shealth,88.00458,97.5888,48.956238,23631428,,,97.31209,20822518,0,60.722668,42.667194,a74fa320-f690-4116-9ffe-0014c91ee3de,60.67551,2025-05-28 00:00:00.000,0,1.1666666,0.8333333,
180003,66.71479,62950170,58.451874,15.468367,12.373387,74.06845,1845092,60000,193.0,13177389,90.55061,1748498250000,219.0,101.35999,58.113655,55.05504,-1,677073,,62950170,0.9325661,2025-05-29 11:36:07.363,2025-05-29 11:36:07.363,79.593834,2,2.3785713,10592190,0,138.14128,-1,90.85606,0.5038168,9938948,6969336,22.316668,74.06845,62.891525,92.551315,0.6522679,81.583336,45.846943,96.912865,5sl+lZ1Pby,84.12469,82.297615,1.250132,2.65,0.0,220.0,100.35999,com.sec.android.app.shealth,86.92665,90.55061,43.166454,24227142,,,79.99208,23153726,0,59.164955,41.665607,e7ef034a-2ba7-4da6-b778-40fc94161338,61.172268,2025-05-29 00:00:00.000,0,1.1666666,0.8333333,
180003,92.86133,62950170,90.69626,13.527796,12.232773,74.897255,1808885,60000,193.0,7418958,94.946106,1748581290000,219.0,101.35999,57.94283,54.893204,-1,616302,,62950170,0.9455813,2025-05-30 10:08:22.252,2025-05-30 10:08:22.252,80.92261,2,2.35,10459937,0,129.2909,-1,90.655045,0.9093369,9797374,6861510,22.866667,74.897255,62.53815,91.760574,0.666607,84.333336,46.461067,96.344894,5sl+lZ1Pby,79.80228,82.03571,1.105865,2.65,0.0,220.0,100.35999,com.sec.android.app.shealth,86.74419,94.946106,44.982864,24132857,,,90.47215,22861978,0,60.010677,42.209667,721ab949-7810-4ea1-9d27-7aac25b5aaf1,60.99245,2025-05-30 00:00:00.000,0,1.1666666,0.8333333,
180003,94.32634,62950170,93.66322,12.016375,11.9876585,85.35648,1677789,60000,193.0,7548867,94.55687,1748673000000,219.0,101.35999,57.531063,54.50311,-1,12000,,62950170,0.967707,2025-05-31 12:11:26.690,2025-05-31 12:11:26.690,87.92673,2,2.2714286,10175959,0,124.0,-1,92.04949,0.42533937,9595091,6718053,23.133333,85.35648,58.973076,92.50589,0.5671365,86.33333,47.83972,88.64316,5sl+lZ1Pby,85.90648,83.2619,1.0023955,2.65,0.0,220.0,100.35999,com.sec.android.app.shealth,86.43401,94.55687,46.190193,24574285,,,99.78441,22397910,0,61.911957,43.43041,9fbec725-f995-4848-a09a-a36315b0f24f,60.559013,2025-05-31 00:00:00.000,0,1.1666666,0.8333333,
180003,74.25629,62950170,69.978355,9.088254,11.163116,95.88872,1287729,60000,193.0,4435296,88.20753,1748755770000,-1.0,0.0,57.38556,54.365265,-1,0,,62950170,0.66042364,2025-06-01 10:45:37.849,2025-06-01 10:45:37.849,88.186935,2,2.0785716,9201373,0,-1.0,-1,95.361084,0.34181818,8902476,6223327,22.616667,95.88872,56.020905,-1.0,0.33090946,83.083336,47.57892,93.27653,5sl+lZ1Pby,86.104836,80.82143,0.81413233,2.65,0.0,-1.0,0.0,com.sec.android.app.shealth,90.74173,88.20753,58.254482,23695714,,,83.84794,20824684,0,61.552013,43.199547,86df3801-38cb-45b1-a1a7-96f1c27db670,60.405853,2025-06-01 00:00:00.000,0,1.1666666,0.8333333,
180003,91.111244,62950170,91.48207,11.493895,11.640497,72.64771,1501081,60000,193.0,8658175,81.06656,1748841870000,219.0,101.35999,57.686073,54.649963,-1,898266,,62950170,0.6467629,2025-06-02 10:35:37.416,2025-06-02 10:35:37.416,80.17334,2,2.1166666,9754239,0,129.3549,-1,95.75012,0.6315789,9261810,6468091,22.6,72.64771,62.716362,96.05582,0.30315793,83.0,46.15205,95.69342,5sl+lZ1Pby,83.906555,81.65476,0.98740584,2.65,0.0,220.0,100.35999,com.sec.android.app.shealth,90.933235,81.06656,40.3851,23995714,,,98.866516,21693862,0,59.585022,41.935925,65210e01-c4f6-4607-b500-cc92b0bfb140,60.722183,2025-06-02 00:00:00.000,0,1.1666666,0.8333333,
180003,70.52106,62950170,61.616375,8.855766,10.9608965,99.08946,1218140,60000,193.0,3571452,82.37355,1749014100000,-1.0,0.0,56.53455,53.559044,-1,0,,62950170,0.46868783,2025-06-04 10:31:18.811,2025-06-04 10:31:18.811,86.34406,2,2.1277778,8989459,0,-1.0,-1,95.488235,0.1609756,8690946,6060331,22.416666,99.08946,53.920288,-1.0,0.32183886,82.08333,49.55769,94.0741,5sl+lZ1Pby,82.9542,84.47222,0.8079418,2.65,0.0,-1.0,0.0,com.sec.android.app.shealth,93.42961,82.37355,68.83338,25010000,,,83.47651,20397184,0,64.286316,44.95038,32f91c25-5198-407f-b9e9-fac8b364e474,59.51005,2025-06-04 00:00:00.000,0,1.1666666,0.8333333,
180003,93.63409,62950170,91.618576,9.695444,10.885221,90.29587,1221255,60000,193.0,6568531,94.30631,1749100530000,203.4735,101.35999,55.419308,52.5025,-1,644529,,62950170,0.35102367,2025-06-05 10:30:44.434,2025-06-05 10:30:44.434,87.75835,2,2.0805557,8922377,0,130.8061,-1,95.26249,0.6854345,8604627,5992174,22.45,90.29587,55.847908,99.91963,0.33794263,82.25,51.97419,95.769554,5sl+lZ1Pby,82.21293,83.083336,0.890698,2.65,0.0,220.0,100.35999,com.sec.android.app.shealth,95.07911,94.30631,57.43893,24510000,,,90.16282,20230042,0,67.63532,47.086143,0eb75523-3d8a-43c7-b763-875e9947824c,58.336113,2025-06-05 00:00:00.000,0,1.1666666,0.8333333,
180003,84.85443,62950170,78.27575,12.272643,11.384081,63.496513,1445047,60000,193.0,9942651,78.74759,1749195240000,219.0,101.35999,55.321793,52.41012,-1,520015,,62950170,0.20578535,2025-06-06 12:58:38.924,2025-06-06 12:58:38.924,77.18831,2,2.4277778,9580964,0,128.16733,-1,89.0082,0.58920187,9024057,6291878,0.46666667,63.496513,61.92226,96.814606,0.78408146,85.33333,51.808876,99.164795,5sl+lZ1Pby,84.13435,84.65278,1.078053,2.65,0.0,220.0,100.35999,com.sec.android.app.shealth,97.11516,78.74759,44.13125,25075000,,,92.97523,21182256,0,67.40589,46.940117,624a1152-9f8d-41f8-8732-59c70e710b08,58.233467,2025-06-06 00:00:00.000,0,1.1666666,0.8333333,
180003,95.24005,62950170,90.51477,11.188948,11.241652,78.17357,1332331,60000,193.0,6675835,90.30946,1749275970000,205.22203,101.35999,55.282238,52.372646,-1,431173,,62950170,0.16180399,2025-06-07 11:31:37.820,2025-06-07 11:31:37.820,85.41286,2,2.3527777,9325967,0,127.214516,-1,89.28166,0.4106113,8877871,6179874,22.766666,78.17357,58.723248,98.44734,0.76457536,83.83333,52.33871,99.76335,5sl+lZ1Pby,91.158646,84.416664,0.99531174,2.65,0.0,220.0,100.35999,com.sec.android.app.shealth,97.73172,90.30946,49.097847,24990000,,,99.57806,20883956,0,68.14146,47.408096,362c26ac-f2d2-44e6-8f36-ba74ded960d1,58.19183,2025-06-07 00:00:00.000,0,1.1666666,0.8333333,
180003,86.232445,62950170,84.29635,9.755928,10.806176,94.344696,1117687,60000,193.0,5845525,90.19427,1749370080000,191.4896,101.35999,55.00932,52.114094,-1,92998,,62950170,0.4321946,2025-06-08 13:36:32.077,2025-06-08 13:36:32.077,92.73021,2,2.6972222,8784277,0,130.86018,-1,86.19885,0.41908714,8530251,5936770,0.1,94.344696,54.297215,97.94861,0.98448217,89.0,53.03386,96.58226,5sl+lZ1Pby,94.07558,87.02083,0.9028104,2.65,0.0,220.0,100.35999,com.sec.android.app.shealth,93.9412,90.19427,63.053753,25685000,,,91.25294,20071248,0,69.10725,48.02191,e54d33cb-f6cf-4bcc-a642-c7adc3e53612,57.90455,2025-06-08 00:00:00.000,0,1.1666666,0.8333333,
180003,79.12416,62950170,79.158424,8.295647,10.28119,88.406746,823615,60000,193.0,4921462,97.18965,1749448710000,-1.0,0.0,53.70458,50.87802,-1,0,,62950170,0.4068118,2025-06-09 11:37:08.975,2025-06-09 11:37:08.975,90.98607,2,2.7583334,8162668,0,-1.0,-1,86.681046,0.42774567,8109648,5642162,22.766666,88.406746,54.475903,-1.0,0.9500852,83.83333,56.348045,99.98187,5sl+lZ1Pby,95.45039,88.02084,0.8068761,2.65,0.0,-1.0,0.0,com.sec.android.app.shealth,94.29703,97.18965,59.258133,25925000,,,83.41257,19089958,0,73.72321,50.94563,12c60f4a-8e69-480a-add2-926ac25ce755,56.531136,2025-06-09 00:00:00.000,0,1.1666666,0.8333333,
180003,93.7397,62950170,92.49716,9.7488165,10.445597,84.55202,887398,60000,193.0,7604149,97.06258,1749540090000,172.50294,101.35999,53.50163,50.685753,-1,309411,,62950170,0.47073063,2025-06-10 13:08:58.430,2025-06-10 05:33:11.560,91.80656,2,2.8214285,8302747,0,129.13304,-1,87.48015,0.55567116,8230647,5723704,23.066668,84.55202,55.035713,94.60425,0.89308244,85.66667,56.84558,95.57505,5sl+lZ1Pby,96.579544,89.75,0.93329436,2.65,0.0,220.0,100.35999,com.sec.android.app.shealth,93.40097,97.06258,59.92452,26340000,,,93.9965,19386546,0,74.41777,51.384167,7a36159d-8180-47ef-b28b-a943308bf13d,56.317505,2025-06-10 00:00:00.000,0,1.1666666,0.8333333,
