com.samsung.shealth.sleep_goal,6311013,4
create_sh_ver,modify_sh_ver,update_time,create_time,sleep_time,wake_up_time,deviceuuid,pkg_name,bed_time,set_time,datauuid
62600630,62600630,2024-01-09 12:21:38.478,2024-01-09 12:21:38.478,-61200000,18000000,AxW6kiZDC9,com.sec.android.app.shealth,79200000,2024-01-09 12:21:38.450,4c687ddd-5ae4-4e16-ac43-1cc3c0bec259,
