com.samsung.shealth.exercise.periodization_training_program,6311013,1
create_sh_ver,start_time,modify_sh_ver,update_time,create_time,program,time_offset,deviceuuid,pkg_name,datauuid
63030110,2025-07-26 14:18:40.940,63051050,2025-10-16 09:45:41.395,2025-07-26 14:18:40.963,823c6433-d044-4793-af88-d4287b5ebae9.program.json,UTC-0500,5sl+lZ1Pby,com.sec.android.app.shealth,823c6433-d044-4793-af88-d4287b5ebae9,
