com.samsung.shealth.exercise.custom_exercise,6311013,1
custom_name,custom_type,preference,update_time,create_time,deviceuuid,pkg_name,custom_id,datauuid,visibility
My workout 1,0,edb2e2f2-aec4-4e67-b355-b7d8f81b0086.preference.json,2025-02-05 22:41:12.606,2025-02-05 22:41:12.606,v8fPmWJTef,com.sec.android.app.shealth,m6sht6ty_2w8,edb2e2f2-aec4-4e67-b355-b7d8f81b0086,1,
