com.samsung.shealth.exercise.periodization_training_schedule,6311013,1
create_sh_ver,start_time,coach_id,status,schedule,modify_sh_ver,update_time,create_time,type,time_offset,deviceuuid,pkg_name,program_uuid,datauuid
63030110,2025-07-26 14:18:40.940,mdkc5lt8_zh,1,b3b3fdc8-efe3-4164-a69e-3b329d7fc155.schedule.json,63051050,2025-10-16 09:46:13.984,2025-07-26 14:18:40.979,1,UTC-0500,5sl+lZ1Pby,com.sec.android.app.shealth,823c6433-d044-4793-af88-d4287b5ebae9,b3b3fdc8-efe3-4164-a69e-3b329d7fc155,
